oid,bonusPointsEarned,bonusPointsEarnedReason,totalPointsEarned,purchasedItemCount,item,barcode,brandCode,competitorRewardsGroup,description,discountedItemPrice,finalPrice,itemPrice,metabriteCampaignId,needsFetchReview,originalReceiptItemText,partnerItemId,pointsEarned,pointsNotAwardedReason,pointsPayerId,preventTargetGapPoints,quantityPurchased,rewardsGroup,rewardsProductPartnerId,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,rewardsReceiptStatus,totalSpent,userId,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,107,016300165912,FLORIDA'S NATURAL,NULL,FLRD NTR APL PRMM 100 PCT PR CTD CRDB RFRG NT FR CNCN 59 FL OZ,6.92,6.92,6.92,NULL,NULL,KLARBTUNNT12PK 12 FL OZ,1292,NULL,NULL,NULL,NULL,2,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,108,311111806949,KNORR,NULL,KNORR SIDES,3.88,3.88,3.88,KNORR SIDES,NULL,KNORR CREANNY CHICKEN,1294,38.8,NULL,5332f5f6e4b03c9a25efd0b4,NULL,2,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,109,012000809941,PEPSI,NULL,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.80,5.80,5.80,PEPSI 12 OZ 12 PACK,NULL,"PEPSI COLA, 12 OZ. CAN",1296,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,4,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,110,012000810022,PEPSI,NULL,CAFFEINE FREE REGULAR PEPSI SODA COLA CAN IN BOX 12 CT 144 OZ,1.01,1.01,1.01,PEPSI 12 OZ 12 PACK,NULL,"PEPSI COLA, 12 OZ CAN",1298,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,1,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,111,311111806949,KNORR,NULL,KNORR SIDES,9.70,9.70,9.70,KNORR SIDES,NULL,KNORR CREARNY CHICKEN,1299,97.0,NULL,5332f5f6e4b03c9a25efd0b4,NULL,5,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,112,815473013279,BORDEN,NULL,Borden 2% Reduced Fat Milk,3.96,3.96,3.96,NULL,NULL,"BORDEN 2% MILK, 1/2 GAL",1301,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,113,076840100354,BEN AND JERRYS,NULL,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,8.10,8.10,8.10,BEN AND JERRYS ICE CREAM,NULL,BEN & JERRY'S CHUNKY MONKEY PINT,1306,81.0,NULL,5332f5f6e4b03c9a25efd0b4,NULL,2,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,114,036000391718,KLEENEX,NULL,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.98,3.98,3.98,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",NULL,KLEENEX TRUSTED CARE FACIAL TISSUES,1308,39.8,NULL,550b2565e4b001d5e9e4146f,NULL,1,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,115,028400642033,DORITOS,NULL,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,7.56,7.56,7.56,DORITOS NACHO CHEESE MULTI SERVE,NULL,"DORITOS NACHO CHEESE, 28.5 OZ",1310,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,116,028400642033,DORITOS,NULL,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,6.64,6.64,6.64,DORITOS NACHO CHEESE MULTI SERVE,NULL,"DORITOS NACHO CHEESE, 28.5 OZ",1312,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,117,NULL,NULL,NULL,KLCENEX TRUSTED CARE FACIAL TISSUES,8.72,8.72,8.72,NULL,NULL,KLCENEX TRUSTED CARE FACIAL TISSUES,1314,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,118,NULL,BORDEN,NULL,"BORDEN 29 MILK, 1/2 GAL",4.86,4.86,4.86,NULL,NULL,"BORDEN 29 MILK, 1/2 GAL",1316,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,119,076840100354,BEN AND JERRYS,NULL,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,8.34,8.34,8.34,BEN AND JERRYS ICE CREAM,NULL,BEN & JETRY S CHUNKY MONKEY PINT,1319,83.4,NULL,5332f5f6e4b03c9a25efd0b4,NULL,2,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,120,028400641326,DORITOS,NULL,DORITOS TORTILLA CHIP COOL RANCH BAG 7.625 OZ,3.79,3.79,3.79,DORITOS COOL RANCH MULTI SERVE,NULL,DORITOS LNACHO CHECSC. 28.5 OZ,1322,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,1,DORITOS COOL RANCH MULTI SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,121,NULL,NULL,NULL,KLARBRUNN I2PK 12 FL OZ,9.32,9.32,9.32,NULL,NULL,KLARBRUNN I2PK 12 FL OZ,1324,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,122,012000810022,PEPSI,NULL,CAFFEINE FREE REGULAR PEPSI SODA COLA CAN IN BOX 12 CT 144 OZ,2.34,2.34,2.34,PEPSI 12 OZ 12 PACK,NULL,"PEPSI COLA, 12 OZ CAN",1326,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
60099c3c0a7214ad89000135,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4480.5,341,123,NULL,BORDEN,NULL,"BORDEN 2% MILK, 1/2 GAL",4.55,4.55,4.55,NULL,NULL,"BORDEN 2% MILK, 1/2 GAL",1328,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,1083.24,60099c1450b33111fd61f702,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6008f3270a720f05fa00012a,NULL,NULL,NULL,1,0,NULL,NULL,NULL,ONIONS SHALL SHALLOTS ONIONS,0.16,0.16,0.16,NULL,NULL,ONIONS SHALL SHALLOTS ONIONS,1020,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FLAGGED,0.16,6008f02fb6310511daa4f314,2021-01-21,2021-01-21,NULL,2021-01-21,NULL,NULL
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,0,012000809941,PEPSI,NULL,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.14,2.14,2.14,PEPSI 12 OZ 12 PACK,NULL,"PEPSI COLA, 12 OZ.CAN",1008,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,1,NULL,BORDEN,NULL,"BORDEN 29 MILK, 1/2 GAL",7.64,7.64,7.64,NULL,NULL,"BORDEN 29 MILK, 1/2 GAL",1010,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,2,028400643061,DORITOS,NULL,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,8.84,8.84,8.84,DORITOS NACHO CHEESE MULTI SERVE,NULL,"DORITOS NACHO CHCESE, 28.5 OZ",1012,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,3,076840580750,BEN AND JERRYS,NULL,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,9.84,9.84,9.84,BEN AND JERRYS ICE CREAM,NULL,BEN & JERRY S CHUNKY MONKEY PINT,1014,98.4,NULL,5332f5f6e4b03c9a25efd0b4,NULL,2,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,4,NULL,NULL,NULL,ERNIL S SAUSAGE MUSHROOM PIZZA,6.91,6.91,6.91,NULL,NULL,ERNIL S SAUSAGE MUSHROOM PIZZA,1016,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,5,012000004919,PEPSI,NULL,1893 SODA ORIGINAL COLA CAN IN BOX 12 CT 144 OZ,2.14,2.14,2.14,PEPSI 12 OZ 12 PACK,NULL,"PEPSI COLA, 1210Z. CAN",1029,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,6,815473013279,BORDEN,NULL,Borden 2% Reduced Fat Milk,7.64,7.64,7.64,NULL,NULL,"BORDEN 2% MILK, 1/2 GAL",1031,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,7,028400643061,DORITOS,NULL,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,8.84,8.84,8.84,DORITOS NACHO CHEESE MULTI SERVE,NULL,"DORITOS NACHO CHEESE, 28.5 OZ",1033,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,8,076840580750,BEN AND JERRYS,NULL,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,9.84,9.84,9.84,BEN AND JERRYS ICE CREAM,NULL,BEN & JERRY'S CHUNKY MONKEY PINT,1035,98.4,NULL,5332f5f6e4b03c9a25efd0b4,NULL,2,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,9,NULL,NULL,NULL,ERNIL'S SAUSAGE MUSHROONN PIZZA,6.91,6.91,6.91,NULL,NULL,ERNIL'S SAUSAGE MUSHROONN PIZZA,1037,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,10,NULL,NULL,NULL,BMILS SAUSAGE MUSHROOM PIZZA,13.30,13.30,13.30,NULL,NULL,BMILS SAUSAGE MUSHROOM PIZZA,1072,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,11,NULL,BORDEN,NULL,"BORDEN 29 MILK, 1/2 GAL",4.35,4.35,4.35,NULL,NULL,"BORDEN 29 MILK, 1/2 GAL",1074,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
600f24970a720f053500002f,NULL,NULL,NULL,599,342,NULL,NULL,NULL,Kids Trolls Mouthwash,11.24,11.24,11.24,NULL,NULL,KIDS HIGH,1662,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FLAGGED,4368.8,600f20c15edb787dce060911,2021-01-25,2021-01-25,NULL,2021-01-25,NULL,2021-01-25
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,12,028400642033,DORITOS,NULL,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,7.74,7.74,7.74,DORITOS NACHO CHEESE MULTI SERVE,NULL,"DORITOS NACHO CHEESE, 28.5 OZ",1076,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,13,076840580750,BEN AND JERRYS,NULL,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,16.50,16.50,16.50,BEN AND JERRYS ICE CREAM,NULL,BEN & JERRY S CHUNKY MONKEY PINT,1078,165.0,NULL,5332f5f6e4b03c9a25efd0b4,NULL,3,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,14,NULL,BORDEN,NULL,"BORDEN 29 V ILK, 1/2 GAL",4.73,4.73,4.73,NULL,NULL,"BORDEN 29 V ILK, 1/2 GAL",1080,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,15,012000809941,PEPSI,NULL,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.62,2.62,2.62,PEPSI 12 OZ 12 PACK,NULL,"PEPSI COLA, 12 OZ. CAN",1082,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,2,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,16,036000391718,KLEENEX,NULL,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.25,2.25,2.25,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",NULL,KLEENEX TRUSTED CARE FACIAL TISSUES,1100,22.5,NULL,550b2565e4b001d5e9e4146f,NULL,1,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,17,NULL,NULL,NULL,EMILLS SAUSAGE MUSHROOM PIZZA,6.56,6.56,6.56,NULL,NULL,EMILLS SAUSAGE MUSHROOM PIZZA,1102,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,18,NULL,NULL,NULL,ENNIL S SAUSAGE MUSHROOM PIZZA,13.18,13.18,13.18,NULL,NULL,ENNIL S SAUSAGE MUSHROOM PIZZA,1104,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,19,028400003988,DORITOS,NULL,DORITOS TORTILLA CHIP RANCHERITOS BAG 2.75 OZ,4.56,4.56,4.56,DORITOS RANCHERITOS SINGLE SERVE,NULL,"DORITOS INACHO CHCESE, 28.5 OZ",1107,NULL,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,NULL,1,DORITOS RANCHERITOS SINGLE SERVE,5332f5fbe4b03c9a25efd0ba,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,20,041000022623,KNORR,NULL,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,6.16,6.16,6.16,KNORR SIDES,NULL,KNORR CREAMY CHICKEN,1123,61.6,NULL,5332f5f6e4b03c9a25efd0b4,NULL,4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,21,NULL,NULL,NULL,KLARBRUNN 12PK 12 FL OZ,7.47,7.47,7.47,NULL,NULL,KLARBRUNN 12PK 12 FL OZ,1126,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,22,NULL,NULL,NULL,E NIL'S SAUSAGE MUSHROOM PIZZA,6.91,6.91,6.91,NULL,NULL,E NIL'S SAUSAGE MUSHROOM PIZZA,1129,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,23,NULL,NULL,NULL,KLARBRUNN 12PK 12 FL OZ,13.95,13.95,13.95,NULL,NULL,KLARBRUNN 12PK 12 FL OZ,1141,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,24,041000022623,KNORR,NULL,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,4.98,4.98,4.98,KNORR SIDES,NULL,KNORR CREAMY CHICKEN,1144,49.8,NULL,5332f5f6e4b03c9a25efd0b4,NULL,3,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
6009e72c0a720f0535000003,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3379.9,229,25,NULL,NULL,NULL,ERNILS SAUSAGE MUSHROOM PIZZA,6.60,6.60,6.60,NULL,NULL,ERNILS SAUSAGE MUSHROOM PIZZA,1147,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,728.73,6009e60450b3311194385009,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-21
